id,status,receptor_1,receptor_10,receptor_2,receptor_3,receptor_4,receptor_5,receptor_6,receptor_7,receptor_8,receptor_9,xtal
ZINC00753797,0,-7.3752492024,-7.7887576955,-7.9803148849,-7.8515933585,-8.1196650881,-7.858930713,-7.9109859859,-7.6394221957,-8.5523455685,-7.8349667518,-6.0750290567
ZINC36153495,0,-7.3751313895,-7.7703540851,-7.615886227,-8.4405898677,-7.5553662752,-7.7236216937,-7.2756557229,-6.6652052651,-7.8413495868,-8.307741748,-7.1209920073
ZINC58819345,0,-7.3748275152,-6.364915911,-7.3459009124,-7.3871838647,-7.3962074904,-7.2168277283,-6.844563788,-6.4537578742,-7.3382429874,-7.4692406974,-6.7855471672
ZINC53312721,0,-7.374690616,-7.0847834609,-7.5463551252,-6.8111388673,-8.1278413334,-8.0096389432,-7.049777531,-7.6771547548,-7.6462804323,-7.5856839921,-7.4369850049
ZINC13637390,0,-7.373442885,-7.9484705424,-8.3284187494,-8.2237214243,-8.9052619876,-8.8275278885,-7.6300563176,-8.5496180166,-7.8137744416,-8.099814591,-8.4998438834
ZINC52295053,0,-7.373377765,-6.9231123306,-7.4574405565,-7.9100476433,-7.7839916275,-7.5336141118,-7.0610292586,-7.7191050649,-7.5009495158,-7.732798671,-7.5192205694
ZINC48521365,0,-7.3728679346,-6.4683260709,-8.2682969059,-7.5552067618,-8.7062956932,-8.1991548166,-6.318673619,-8.0985548267,-7.3701196001,-7.1729457204,-7.4314387233
ZINC37421889,0,-7.3728116724,-7.7440106125,-7.7415519262,-8.0194448018,-8.2092662578,-7.5837774801,-7.9974488201,-7.0459364178,-8.6760061381,-8.3688195771,-7.0183241004
ZINC04156840,0,-7.3726046168,-8.6919578611,-9.1756758627,-7.7175995694,-8.6976987518,-8.6735812706,-7.2723335701,-8.0716523286,-8.7977269589,-8.4038892328,-7.6813849073
ZINC41496167,0,-7.3722780066,-7.1088766484,-7.2528982961,-7.4543583078,-7.0692666777,-7.4410810257,-7.0129540022,-7.146543932,-6.9327167421,-7.3737434257,-6.8625409607
ZINC38652216,0,-7.3722656316,-7.848366519,-7.7153791838,-8.1320247941,-8.5835871679,-6.4230304526,-7.4893196503,-7.9175483256,-8.1583738376,-7.7106823611,-7.4737628027
ZINC36150452,0,-7.3722182072,-7.810029623,-7.9412061231,-7.669406487,-7.7261034147,-7.5592327763,-8.2557951291,-7.8046625505,-6.9889596963,-7.2117310735,-7.757872892
ZINC41983118,0,-7.3718464862,-7.384229718,-7.5309279569,-8.0130792985,-7.4197783374,-8.0896413838,-7.4044297785,-7.5654440117,-8.2344006776,-7.7156983082,-7.3861675385
ZINC58986038,0,-7.3715792437,-8.5292554699,-9.708084025,-9.5645838835,-9.6805297168,-11.251200084,-7.5290796804,-6.7777665165,-8.341136875,-9.498238916,-8.8032587811
ZINC39526461,0,-7.3710927318,-7.0401737041,-7.2990820066,-7.4786437826,-7.6592919154,-7.571062435,-6.9029032123,-7.2257524221,-7.2947655748,-7.3305289956,-7.057914158
ZINC52884690,0,-7.3709441621,-7.6534370737,-7.8444287124,-7.6377675268,-8.2385710549,-8.4571737255,-7.1409632152,-8.6762415582,-7.9837147377,-8.4965136221,-7.6842853508
ZINC44420433,0,-7.3708856904,-9.0633199212,-8.1649539556,-6.830307745,-8.4498028099,-7.9881870158,-7.8017582902,-7.7843300148,-7.4547546983,-7.9408842726,10000
ZINC36584157,0,-7.3704928826,10000,10000,10000,10000,10000,10000,10000,-3.7259451322,10000,10000
ZINC01642187,0,-7.3701091396,-7.6997714865,-7.8998376128,-7.4806340629,-6.565789222,10000,-7.8355240817,-7.2263232172,-5.5401710212,-8.6625968294,10000
ZINC36348462,0,-7.369618212,-8.4515564552,-9.3467947708,-8.2190521268,-9.8620248992,-7.6346191787,-9.2865006833,-8.7147781078,-8.1712296669,-8.5380047138,-7.5538675632
ZINC49661456,0,-7.3695819428,-7.2438576144,-6.7246128643,-7.4132247446,-7.4560152382,-7.5650476897,-7.0521843794,-6.8401632391,-7.2246369756,-7.3575905229,-6.8263098645
ZINC14007963,0,-7.3695072275,-7.6856315898,-8.3527473925,-4.5392484375,-6.2759686853,-6.0973805706,-5.8315496657,-5.2801863284,-8.2931748075,-7.1406575932,-5.7678551848
ZINC37909482,0,-7.3693499527,-7.6203286035,-7.7397223436,-7.1500261811,-6.9356686023,-7.3825929088,-6.5924329656,-7.1422833723,-6.6351993927,-6.6892062839,-6.6851148695
ZINC57511400,0,-7.3689167847,-7.4681961173,-7.2291396869,-7.7317546877,-8.2701165562,-8.3616089643,-7.2564914182,-8.0797466577,-8.1168340251,-7.1237567951,-7.2979673331
ZINC00135025,0,-7.3688131329,-7.6630596473,-8.2970188474,-8.6970581192,-7.9734086242,-8.0432621666,-7.9900938194,-7.9868897372,-7.9662408952,-8.015503392,-7.518728269
ZINC48974642,0,-7.3684259653,-7.257791664,-7.6384069357,-8.0040855677,-8.5013325881,-8.5870617089,-7.239775959,-8.1827714961,-8.0084207527,-7.5610818957,-7.8502975826
ZINC49278801,0,-7.3680894528,-7.4786920682,-7.4561611126,-7.706066092,-7.9759551836,-7.643298288,-6.8362397438,-7.6419585029,-7.3402217129,-6.9990208265,-7.067913195
ZINC01612993,0,-7.3680530673,-8.7732651608,-7.0422257374,-5.6530873801,-8.3540362192,-8.3594316638,-7.2243451776,-7.6856420203,-7.0180511459,-7.5057845095,10000
ZINC36242432,0,-7.3678606832,-6.9413174441,-7.9502831248,-7.387211766,-8.3690015055,-7.9891782879,-6.7989788211,-7.8507892397,-8.5235382375,-6.9111763708,-7.7086949379
ZINC07101860,0,-7.3677047702,-7.8633017293,10000,-8.1119294726,-8.9595072993,-8.5749049839,-6.4254849527,-9.1561765945,10000,-6.6361128321,-7.4818124143
ZINC62241100,0,-7.3674907128,-7.220517457,-7.7754917379,-7.0058467715,-7.6571976538,-8.079604749,-7.5675449892,-7.8265294106,-7.5359487324,-8.1797895068,-7.336785247
ZINC14117184,0,-7.3674581019,-6.8904068147,-7.9581569719,-8.372877911,-7.7621058627,-9.5697457785,-6.4769611049,-7.8872483339,-7.0227180586,-8.1147002195,-6.8350232214
ZINC14477179,0,-7.3673589142,-8.2192018933,-7.4778415136,10000,-6.9571687193,-6.2721267349,-7.6515878825,10000,-6.4932108298,-7.3611965208,10000
ZINC07488618,0,-7.3671006454,-8.0393693392,-7.6216426519,-7.4551241454,-9.0492434869,-8.8567488829,-7.2403396374,-7.9424372663,-8.9871049803,-7.3577181322,-5.8383782587
ZINC01803624,0,-7.3670536538,-6.9871494426,-7.9616229894,-8.3008897838,-7.7017983642,-7.9653491315,-7.6059032863,-7.2352542725,-7.8747104363,-8.1414602022,-7.3685220197
ZINC43302944,0,-7.366948102,-6.7570973946,-6.8463400236,-7.3671259506,-7.6973406449,-8.061286445,-6.9266748974,-7.3201547134,-6.5682446286,-7.7175053169,-7.2353336253
ZINC01112412,0,-7.3669187342,-5.4102876977,-5.8375657985,-7.1283903856,-7.0737537238,-7.8294955521,-4.6778767738,-7.672151177,-5.9505986457,-5.5946798691,-6.9263158724
ZINC50817567,0,-7.3666249721,-7.808523657,-8.284232822,-7.7998614804,-8.2058715508,-8.1256308589,-7.5085041082,-7.899773231,-8.1697872474,-7.9471312824,-7.441007314
ZINC05160137,0,-7.3663561447,-7.6127134338,-6.8658215989,-6.8833680392,-8.0896970478,-7.3438891529,-7.4166770675,-7.2394293511,-7.8064378971,-7.0967933926,-6.6252162719
ZINC57591237,0,-7.3659077723,-7.2182538996,-7.1909578659,-7.2991765389,-7.1028417955,-7.1084437085,-7.4171374022,-7.0753770273,-6.3188748118,-7.592717231,-6.9550046568
ZINC32776203,0,-7.3658850986,-7.2306316195,-7.4766906375,-7.75391577,-7.5794186474,-7.7579373115,-7.7135209696,-7.7735908475,-7.6700271313,-7.0728373531,-7.1351479943
ZINC48889340,0,-7.3656569126,-6.1347950784,-7.5230630084,-7.1155355993,-6.670872933,-7.7161210748,-6.5334387353,-6.5996037282,-6.8912453511,-7.1364982395,-6.611847666
ZINC48682285,0,-7.3653019269,-7.6348055437,-7.3456359372,-7.7426549634,-7.524107039,-7.80506856,-7.0162167981,-7.3143182067,-7.4034953555,-7.5793138183,-7.0166807488
ZINC62335443,0,-7.3651477237,-7.5723432451,-8.0491797663,-7.6209914332,-7.7113164513,-8.2672492433,-7.355012361,-7.8122235985,-7.7711359472,-7.7626682134,-7.5640571631
ZINC62949244,0,-7.365033534,-7.3457151861,-7.4160413638,-7.7741654208,-7.2145412279,-8.0539685982,-6.5970992362,-7.6394776482,-6.6531366023,-7.2477985829,-7.3548704219
ZINC20434985,0,-7.3645784142,-8.668683284,-8.5782298195,-8.3162804522,-9.3882153661,-9.6108026295,-8.5693383318,-8.794652683,-8.8623857649,-8.9083106006,-8.944156568
ZINC00483936,0,-7.3645307279,-7.5051364294,-6.2670317508,-6.2771169353,-7.4334491001,-7.9804712903,-6.9161259654,-6.3041307711,-7.7540645074,-7.9257354337,-6.9489352208
ZINC34728654,0,-7.3639527542,-8.2580049384,-7.7144068782,-6.9076045223,-7.1428167745,-7.1750602643,-7.3823341025,-6.1201713843,-6.2688857997,-7.0854310642,-6.079324121
ZINC20051848,0,-7.3636258848,-6.6290743953,-7.6470015061,-7.438042052,-7.008516706,-7.862818382,-6.8035545708,-7.1832305288,-7.2946177041,-7.0170077345,-7.111091675
ZINC15614734,0,-7.3627498778,-7.7683357847,-6.9604343729,-5.9560538996,-6.4704577016,-6.2773155041,-5.2560259044,-7.4750621024,-6.1315965752,-6.423731904,-4.6718926026
ZINC50043155,0,-7.3627247444,-7.5531529727,-7.1944379631,-7.8091115286,-7.3166382394,-8.9973588377,-7.5559169916,-7.8635018293,-8.0716676318,-8.0746634619,-7.0689595308
ZINC40258894,0,-7.3624839743,-7.9835205148,-7.483379234,-7.1753163682,-7.7261475749,-7.5077046931,-7.0657181498,-7.7889197357,-7.5302109803,-7.3310995955,-7.4299003165
ZINC37091316,0,-7.3624087962,-6.9414370543,-7.6641992421,-6.4733887032,-7.3031351089,-7.7859903801,-6.6473992679,-7.520330758,-6.4656139708,-7.6381563806,-6.6015144678
ZINC04045724,0,-7.3617818895,-9.3131780618,-8.7662788621,10000,10000,10000,-7.2579973358,10000,-9.1814334652,-8.4383152943,10000
ZINC32650651,0,-7.3616559205,-7.9633253917,-7.7535534323,-7.2852294571,-7.4442256777,-7.1179051802,-6.6315264814,-7.5365764862,-7.5184720306,-7.6196334837,10000
ZINC16777288,0,-7.3616230768,-7.5678658093,-7.966234468,-7.3247137344,-7.6453608862,-7.0451363694,-7.2475699976,-7.0307384524,-8.6894763296,-8.1206860945,-7.2425733704
ZINC37324897,0,-7.3614429316,-7.2340589148,-7.0538733313,-7.8766170547,-8.4150513439,-7.619750791,-7.3682810839,-7.8854775683,-7.7198531421,-7.8891133704,-6.9800284977
ZINC62144544,0,-7.3612142385,-6.8059762278,-7.2317737541,-7.8983577527,-7.0203677676,-7.4850436553,-7.5086838627,-7.0763759217,-6.6602262895,-7.1941604747,-7.074557045
ZINC57663496,0,-7.3609751168,-7.7590454452,-7.8317356074,-8.1737580741,-8.3724216846,-8.0522652688,-7.3149128138,-7.772561012,-7.4482755666,-7.9439534937,-7.788623184
ZINC65348824,0,-7.3605362966,-7.2883276744,-7.7395589291,-7.5880169294,-7.5653433337,-8.1776969553,-7.9092600204,-7.1754601305,-6.6721126158,-7.4238614319,-7.4211819142
ZINC48796604,0,-7.3604460751,-7.5624285978,-7.5916194395,-7.6612815767,-7.5374919301,-7.290777761,-7.7974928539,-7.806590634,-7.1306974852,-7.9807348923,-6.4861451089
ZINC40175018,0,-7.3603867794,-8.0398784863,-7.552278027,-7.733169448,-7.6308539641,-7.5556115034,-7.5951838091,-7.7110499003,-7.3455070723,-8.2862678408,-7.0166428069
ZINC13030924,0,-7.3601714102,-10.3030972533,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC53168191,0,-7.359222253,-7.2431145738,-7.7608005002,-7.9879240222,-7.4950000322,-7.9895160288,-7.3114240033,-7.3890228362,-7.323549885,-7.5564267765,-7.0887363375
ZINC40254839,0,-7.3591738871,-7.6355751291,-7.5179694692,-7.8689244079,-8.1755622974,-8.1054957343,-7.4036920319,-7.6203828121,-7.3940119741,-7.8053282967,-7.4621073631
ZINC31976432,0,-7.3589062951,-7.7527266391,-7.5910832896,-8.3533050033,-8.1484890837,-8.1579389954,-6.803362043,-8.4596698093,-7.8886595843,-6.9238972561,-7.6308669979
ZINC00424653,0,-7.358508152,-7.9368193951,-7.7923204399,-7.8720878236,-8.6261482745,-8.3984816296,-8.1543933798,-7.7936712581,-8.5973687328,-7.799395279,-7.5238546956
ZINC51814279,0,-7.35815831,-7.0994983056,-7.6990314526,-7.9946114622,-8.1892360433,-8.2724462,-7.8288854946,-7.8793435193,-7.8509241859,-8.1267732022,-7.117595135
ZINC08131653,0,-7.3581415775,-7.4866336577,-8.2630163726,-7.1685542515,-8.1708089914,-8.5805276211,-8.3205819564,-7.7964648922,-8.2791230444,-8.1409280904,-7.5929344483
ZINC43053186,0,-7.3581242673,-7.9068041374,-8.130162684,-8.0697681611,-8.3701463221,-8.1946639216,-7.7853707372,-7.8308557534,-8.265353256,-8.1216689073,-7.8562467948
ZINC55491863,0,-7.3581039574,-7.574416399,-7.1670002996,-8.0466130905,-7.8021777938,-6.9455127778,-7.2388622232,-8.1103494042,-8.2857451741,-7.59809103,-7.3381997243
ZINC48527265,0,-7.3580492953,-6.9320967952,-6.8656747154,-7.3093745787,-7.098784509,-7.2624091006,-6.5989381538,-6.3944373667,-7.709939678,-7.2402031679,-7.1243109241
ZINC00950331,0,-7.3578007354,-7.9272787484,-7.939906118,-7.5252912266,-7.908380918,-8.3801646924,-7.537532827,-7.7366480503,-7.8608822547,-7.6941627571,-7.7103231203
ZINC22125703,0,-7.3575406394,-7.1911417748,-7.5343630807,-7.1731949041,-7.0998103505,-7.878215441,-6.6196674317,-7.2476425232,-7.6945061923,-7.694201239,-7.0567339295
ZINC13014437,0,-7.3573282861,-7.1917789584,-7.1453786045,-7.3684257191,-7.3498885292,-7.6623561257,-7.9095380971,-7.0293874712,-7.3555784653,-7.327819627,-7.2550725765
ZINC50165898,0,-7.3573075122,-7.1977688803,-7.8937575893,-7.9181551815,-7.9847422523,-7.7467584428,-7.3974792164,-7.967412986,-7.8761824881,-7.4871125599,-7.5600699894
ZINC07078450,0,-7.3571580208,-6.1202559934,-8.1451085313,-7.9520086964,-6.972575367,-8.2952153105,-8.4622813191,-7.2025608799,-8.6190812018,-8.2900555442,-6.9064420354
ZINC32634355,0,-7.3559426411,-7.5233165443,-7.4025257868,-7.3878105085,-6.2862752654,-6.001203124,-6.828659799,-6.6861894252,-7.1229857971,-7.4065911787,10000
ZINC06125540,0,-7.3558591992,-7.0921072727,-6.94747037,-7.0200301854,-7.8970416976,-8.0653126183,-6.7418751823,-6.8194748795,-7.1773465811,-7.6859582756,-7.3443377794
ZINC49399862,0,-7.3558555222,-7.0550152091,-7.8463966291,-7.9819721093,-7.7554934834,-8.0318411061,-7.6613737969,-8.285246904,-7.6631327823,-7.2890145314,-7.2417077246
ZINC06701519,0,-7.3552281777,-6.3639982294,-7.3820450548,-7.3338438059,-7.6708726688,-7.4408382079,-6.1458040349,-7.6300454553,-7.1679161659,-6.5240403775,-6.85498731
ZINC00111345,0,-7.355157851,-7.2792101273,-7.8858774791,-7.6742366936,-7.4393622479,-8.3863046634,-7.4486451057,-8.2769715509,-7.1249873629,-8.1251150132,-6.4928555612
ZINC35222089,0,-7.3548977411,-7.6521286243,-8.1268238819,-8.0087291317,-7.9000395018,-8.1811796904,-7.7611156668,-7.5053641724,-8.5768919528,-7.6051957137,-8.18607718
ZINC36841139,0,-7.3548162144,-7.4502464212,-8.0068929629,-7.2002891032,-8.6729254412,-7.6952939748,-7.0000354673,-8.0587445883,-7.5584047224,-7.2434937831,-7.0094474008
ZINC04979966,0,-7.354759987,-7.9383276079,-7.4358472745,10000,10000,10000,10000,10000,-8.418018948,10000,10000
ZINC15009525,0,-7.3545277877,-7.3132603849,-7.2074995801,-7.7765148281,-7.4531261262,-7.3422364319,-7.06254269,-7.943981478,-7.6318892179,-7.1566019987,-7.1756895335
ZINC16929219,0,-7.3544871277,-8.7625082218,-7.9995365276,10000,10000,10000,10000,10000,-8.7844362898,-7.0351430143,10000
ZINC66849931,0,-7.3544124919,-7.8426655728,-7.5275705351,-5.7239314385,-6.6823967251,10000,-7.3998169018,-5.866506394,-5.7650061785,-8.4493743994,10000
ZINC02969003,0,-7.3540273795,-8.2023372224,10000,10000,10000,10000,10000,10000,-8.5232913103,-7.8023136103,10000
ZINC41850117,0,-7.3534578944,-6.709759974,-7.3601119321,-7.4006604609,-7.2097850906,-7.7532391378,-6.7283633717,-6.8187602059,-7.3164217243,-7.5974807682,-6.2158863573
ZINC62336314,0,-7.3533316449,-7.1151054367,-7.6735099253,-7.8697866201,-7.3256317136,-8.0242083882,-7.0451163425,-7.4729414864,-7.3302917106,-7.5533450719,-6.8425184253
ZINC37363582,0,-7.3532550393,-8.0323059794,-7.6485185609,-7.8449833927,-8.1719115132,-8.18478797,-7.5208549788,-8.015925668,-8.5947246748,-8.0564320181,-8.1668798535
ZINC41729305,0,-7.3531964248,-6.9296513897,-6.7817046893,-7.5534274371,-7.111533596,-7.2043931307,-5.563129701,-6.5232784116,-7.0361384065,-7.1799397244,-5.9495656255
ZINC01424467,0,-7.353156476,-8.664363498,-9.1014951476,-8.2705609126,-9.8307770176,-8.6054807749,-9.4570379376,-8.2821212713,-7.7348091726,-6.9164459844,-7.9302911545
ZINC61692513,0,-7.352663609,-7.3208204735,-7.7321571677,-7.8057294975,-7.4299460595,-7.7268050382,-7.5646834209,-7.2192769998,-7.209831143,-8.0375552945,-6.9186020513
ZINC36989178,0,-7.3526150294,-7.3999129474,-7.0555727662,-8.0764209231,-6.952287841,-7.6549597903,-6.7241923276,-6.7991220618,-6.7628886904,-7.5645000643,-6.8832271205
ZINC40245970,0,-7.3519736352,-8.0708713593,-8.1087114254,-8.0251249267,-8.2769299373,-8.7073933587,-7.6228005735,-8.235405576,-7.8195630583,-8.0159350436,-7.4462795986
ZINC01402016,0,-7.3519562571,-7.2411516142,-6.6223332205,-4.6343465779,-7.2276242956,-6.6487954149,-7.5599333471,-5.9632609834,-6.441788316,-8.3712780388,-3.1549911314
ZINC67042452,0,-7.351908344,-9.1806606395,-8.3278704763,-6.6553788572,-6.5964958829,-6.7118609197,-5.6269470327,-6.0339796901,-7.6908194658,-8.4488410754,-6.2463139332
ZINC15992634,0,-7.3518948593,-7.0060898699,-6.7592670507,-7.4621793932,-6.7457660118,-8.093713134,-6.4927420213,-7.4426528369,-6.8301465376,-6.8673063896,-7.152495406
ZINC62779308,0,-7.3515673465,-7.9070175744,-7.9520490301,-7.6366955071,-7.2936518979,-7.5574315061,-7.133855842,-7.1475268513,-7.9219100226,-8.0669898296,-6.620836474
ZINC39751970,0,-7.3513510848,-6.8085048243,-6.240833071,-6.7605516186,-6.7777298218,-6.3759357408,-6.6853746418,-6.3930846561,-6.5174603462,-6.8895893494,-6.0227806782
ZINC41569850,0,-7.3510348342,-6.9290451678,-7.3555176859,-7.7134053647,-7.6780941659,-8.6996392585,-7.530431535,-7.9383774627,-7.4527902533,-7.4619348566,-7.7600099499
ZINC42314855,0,-7.3504854707,-7.283325873,-7.6484941537,-7.5902119672,-7.9534427705,-8.4560240358,-7.7436991368,-8.1514326282,-8.3481793067,-7.529517571,-7.732593072
ZINC42336080,0,-7.3503802981,-7.144099846,-8.0576489605,-7.8894751092,-7.6973552659,-7.8350724765,-6.9317301451,-8.0074913035,-7.216380365,-7.8093558243,-7.1451971851
ZINC39511955,0,-7.3503588079,-7.4340623612,-7.893437037,-7.6087466613,-7.6844020207,-7.8247095889,-7.560729361,-7.5901839091,-6.8947123421,-7.4675598945,-7.6044781011
ZINC11136302,0,-7.3503063659,-8.0473482522,-7.240529973,-6.1595415609,-7.9232484682,-8.1511181083,-7.6791049695,-6.6250919509,-8.7763303561,-7.7175135953,10000
ZINC40256441,0,-7.3502779489,-8.4626598401,-8.6903812993,-8.177185583,-8.8652723427,-8.7002086962,-8.44692838,-8.2810470011,-8.1222959873,-8.9393996163,-8.3646684092
ZINC06898490,0,-7.3501564757,-8.9122710268,-8.2086783194,-7.2344318986,-7.0711571547,10000,-6.9722557621,10000,-7.8176174258,-7.731866262,10000
ZINC50308941,0,-7.349937418,-6.9959683473,-7.6120619744,-7.921993197,-7.9999668014,-8.2841354213,-7.1832115901,-7.1884657704,-7.8118670421,-7.3804817213,-7.4417391922
ZINC53045381,0,-7.3498298168,-7.1654704679,-7.984210852,-7.8376952387,-8.2321744198,-7.6501101253,-6.9949958639,-7.6858947704,-7.7358729055,-7.7356771979,-7.597616034
ZINC37167368,0,-7.3497580973,-7.2139945812,-8.1492100264,-7.8626947225,-7.8562246149,-8.629993635,-7.0190433295,-8.1246031038,-7.7497367578,-7.5940842484,-7.6865128663
ZINC66255216,0,-7.3495977384,-6.8919483206,-7.8165221193,-6.5870493219,-8.2846756325,10000,-6.8316427253,10000,-7.6091401358,-7.928702006,10000
ZINC57545307,0,-7.349382237,-7.4753951829,-7.7104971292,-7.6319959894,-8.2636055312,-8.5757750345,-7.3926193573,-8.0360268302,-8.4876491205,-7.3446910214,-7.5236469225
ZINC37352713,0,-7.3493787344,-7.3788106712,-7.7861591384,-8.0113775628,-8.0813651816,-7.5274607229,-7.6343914,-7.5572849355,-8.1996816556,-8.6326714098,-7.6612654432
ZINC39456974,0,-7.3487834313,-8.315532283,-8.0415910455,-8.1805512135,-8.5806114468,-7.9411697273,-7.8000246263,-7.7168899813,-7.8837593192,-8.0447112021,-7.2613048868
ZINC37350141,0,-7.3487316875,-8.1735545691,-8.1699524209,10000,-7.038016149,-7.6856134389,-5.239119082,10000,-7.4290751078,-7.4515716096,10000
ZINC67370854,0,-7.3484716873,-7.0627732994,-7.1895413945,-7.7690311791,-6.8221077348,-6.5726704368,-6.9382221195,-7.0909090359,-7.1324932131,-7.7156554149,-6.8672173566
ZINC00494995,0,-7.3468756079,-6.721923038,-7.3597067743,-6.7171576295,-7.1319471926,-7.1779708565,-6.8432779683,-6.5230520938,-6.8023184266,-7.1192930832,-5.8020474227
ZINC44978273,0,-7.3463724583,-8.3482457102,-7.1678136344,-7.8769340528,-7.5904959448,-7.8474312439,-7.2556932285,-7.8322543095,-8.2488682654,-7.6855125338,-6.8289904465
ZINC00134125,0,-7.346198391,-7.5016211513,-6.3409479345,-6.6469383059,-6.8469886686,-7.965067147,-7.1461333427,-7.4501894233,-7.6349202488,-7.8953802141,-7.2421263527
ZINC04182297,0,-7.3461327721,-6.9753650335,10000,-7.6965194112,10000,10000,10000,10000,-7.1072708808,-9.1469181783,10000
ZINC14982839,0,-7.3461015081,-6.9476290043,-6.9197851759,-7.708933329,-6.7448877081,-7.6429627885,-7.1265228724,-6.9464175479,-6.9859729766,-7.1322237879,-6.4403251114
ZINC40285434,0,-7.3460517189,-6.9022217834,-7.9542041262,-8.0052634628,-7.9152644035,-7.8130300256,-7.0742794638,-6.9257917761,-8.2838604169,-7.7108139215,-7.1858932704
ZINC45167510,0,-7.3459647819,-7.2451460539,-7.3085744709,-7.7549421856,-7.4771654774,-7.773000022,-7.7824769486,-6.9183690343,-6.961706664,-6.7892447537,-6.6595048488
ZINC02703724,0,-7.3457747959,-8.8217464622,-8.8712080598,-8.292519868,-5.9691555288,10000,-6.0593502251,10000,-7.8329297866,-8.0422521731,10000
ZINC38981394,0,-7.3451201849,-9.0203828569,-8.2023650119,10000,-6.1263547523,10000,-7.6128681813,10000,-8.4337683292,-7.9710132037,10000
ZINC62779557,0,-7.345118379,-7.2731382901,-7.8841849698,-7.888640725,-8.2424324795,-9.0699557379,-7.4640342832,-7.6386459776,-7.7725793468,-7.4422009156,-6.3999598228
ZINC16619329,0,-7.3449818504,-7.5881660582,-7.4125482849,-8.3115143983,-7.9855222622,-8.0325709203,-7.5618169699,-7.9255216267,-7.8112757406,-8.105243412,-7.8273851123
ZINC39956061,0,-7.3448649423,-8.0028933328,-8.2044636487,-7.4130150807,-7.3183270178,-7.7028847481,-7.3589766698,-7.399910409,-8.1290740429,-7.8101076901,-6.8940809783
ZINC06883511,0,-7.3447968008,-6.7679143646,-7.4559711467,-7.510510375,-7.07744557,-7.2710814822,-6.9543862821,-7.5273984886,-7.3330715449,-7.563780362,-7.2665841154
ZINC43663685,0,-7.3447559757,-7.2225231409,-7.050796377,-7.4574543649,-7.1268065138,-7.8745103003,-7.2210710922,-7.3360988628,-7.3819206959,-7.3414362277,-7.0409555893
ZINC42188353,0,-7.3444138372,-6.8613471028,-7.9634394617,-7.4836477379,-6.964393938,-7.704755278,-7.303558525,-6.7541654187,-7.5433636806,-7.2926832265,-6.8149552857
ZINC39504462,0,-7.3442678862,-7.0469215199,-6.6910301928,-7.6115843996,-7.8005518195,-6.9453986431,-7.1765082542,-7.4384313065,-7.3545978793,-7.5919495721,-7.2862304685
ZINC66531507,0,-7.3440041885,-6.9846823527,-6.8440627221,-7.7740265355,-8.2021508275,-7.7646305683,-7.4053766733,-7.4678437649,-6.9672708635,-7.4106992547,-6.8982393413
ZINC48411001,0,-7.3435539522,-7.5519991801,-7.303529583,-7.6627996445,-7.9738045734,-8.3210961651,-7.0961533639,-7.7503654951,-7.6310247805,-7.7249989606,-7.0449365586
ZINC64987346,0,-7.3435041203,-5.9041485846,-6.3958475323,-7.5266183005,-7.2019536082,-6.3451453174,-7.8769391779,-5.7183039422,-7.9510846984,-5.877695621,-5.9669116494
ZINC25759335,0,-7.3433618919,-7.6719034254,-6.867240216,-6.2160477422,-7.4318071895,-6.8283711563,-7.4436359667,-8.0327781539,-7.7642356377,-6.271407614,-7.8598285044
ZINC19922925,0,-7.3433210153,-7.1391747748,-7.9105572031,-7.8059987932,-7.8619917675,-8.1034384337,-7.8442401803,-7.7337849038,-7.0476779098,-8.0413923155,-7.4333157066
ZINC12900224,0,-7.3430575034,-8.0164952674,-8.2938485925,-8.3498968659,-8.4882753298,-8.8121843663,-7.9396412217,-8.0824395629,-8.1251857034,-8.3842426593,-8.3766102536
ZINC36672847,0,-7.3427542368,-6.6486677254,-7.4852291147,-7.5725356907,-7.8348252852,-8.5509741879,-7.3331064764,-8.0568108102,-7.9751984584,-8.3834393853,-6.8625696547
ZINC22459346,0,-7.3427310199,-7.9671472655,-7.9009745218,-8.499070158,-8.1913697974,-8.3158419454,-7.7034014691,-8.3247236699,-7.226931023,-7.7778536768,-8.8650948401
ZINC41066222,0,-7.3427276591,-7.1544888491,-7.2776382864,-7.7774330251,-7.8568494253,-7.7962739779,-7.3847011396,-7.4248815244,-7.0580592846,-7.4486786805,-7.0443323233
ZINC20101999,0,-7.3427201891,-8.5484650182,-7.794066644,-6.6858194154,-8.3649397434,-6.1747954827,-7.0148319186,10000,-7.5969694058,-8.2019669048,10000
ZINC43512404,0,-7.3425193048,-7.9850145005,-7.460872763,-8.0311196827,-8.4265205186,-8.5150434507,-7.6315035118,-7.9888930741,-7.6389211305,-7.6997188889,-7.5524040103
ZINC21365420,0,-7.3421546386,-7.2195646453,-7.6484252542,-7.404855115,-8.4364485848,-8.0921762026,-6.037852679,-8.6113493497,-7.2927972585,-6.5168805571,-6.6508590894
ZINC66516826,0,-7.3421455943,-7.0549299051,-8.5494761,-7.0187187576,-8.2123273111,-7.6263259165,-6.6883455668,-7.6113076245,-7.7024758793,-7.2785228585,-7.4002056211
ZINC04808376,0,-7.3417662614,-7.9217466027,-8.2662870243,-8.3745963989,-7.6050730135,-8.389389225,-7.0613128679,-8.6380697471,-9.1820058606,-8.5706931214,-7.5436185246
