id,status,receptor_10,receptor_9,receptor_8,receptor_11,receptor_3,receptor_2,receptor_1,receptor_7,receptor_6,receptor_5,receptor_4
ZINC08751766,0,-8.1907952609,-8.5189866269,-8.104294713,-7.2841840819,-8.3529286147,-8.3451025904,-8.2129059571,-8.0037566586,-9.0084667783,-7.7197902595,-8.2543583516
ZINC14637610,0,-6.791622426,-6.4594888477,-5.5268577646,10000,-6.3106008913,-5.6153591729,-5.2176078494,-6.1046899114,-6.5118628991,-8.0146031716,-7.6479590233
ZINC29147874,0,-8.273554862,-8.4031406289,-8.4617780575,-7.8938792196,-8.3695004727,-8.0169781467,-8.0369759496,-7.9371241365,-7.4999452418,-8.7517749132,-8.1153494949
ZINC20521720,0,-7.7366527477,-7.7371577118,-8.7775269118,-8.0443194111,-8.3028750076,-8.6127888628,-7.6729391423,-8.1781135276,-8.2090451673,-8.7816005002,-8.0945172551
ZINC19098547,0,-7.2203615208,10000,10000,10000,10000,-7.4313622438,-8.9794337632,10000,10000,10000,10000
ZINC43538439,0,-7.1933264275,-7.4342092974,-7.3120734387,-7.1436948207,-7.6838931044,-7.5086154087,-7.0927314355,-6.9973039452,-6.9664100072,-7.8288592856,-7.5495084149
ZINC62334985,0,-7.5308909679,-7.6320383622,-7.6417821662,-7.6088107207,-7.8845939992,-7.8024251311,-7.1875935593,-7.4568972593,-7.5312314892,-8.6062710015,-7.7388176415
ZINC01120820,0,-8.6196878674,10000,10000,10000,10000,10000,10000,10000,-8.3274916502,-7.6990148174,10000
ZINC40247112,0,-7.3044713887,-7.9994757551,-8.0538001653,-7.3974324021,-7.2374956343,-7.7431382747,-6.5476533372,-7.3067832773,-7.21965484,-8.0470093596,-7.582027009
ZINC35438192,0,-8.2266171426,-8.3100504732,-7.9116455572,-6.04704934,-7.394655004,-7.8458608864,-8.3038242951,-5.811228046,-7.3133158058,-7.5151491066,-6.3854749065
ZINC06534236,0,-6.6321440164,-6.8767922029,-6.9971398617,-7.7917827742,-7.5885878701,-7.6327538543,-7.0073029606,-8.1552962689,-6.9149999308,-8.3243628004,-8.2439699806
ZINC01463617,0,10000,10000,-7.3892360446,10000,10000,10000,10000,10000,10000,10000,10000
ZINC58021269,0,-8.3030529783,-9.5428170204,-8.635043322,-8.3649000927,-10.0844334351,-8.2322890611,-8.8591085935,-9.2251009906,-9.2941201998,-8.9096212746,-8.7677944474
ZINC40261935,0,-7.395266084,-8.8035240216,-8.0392257224,-7.2384182195,-7.7972128063,-8.0115772541,-7.2444709447,-8.1142917589,-8.3435166026,-8.8238005067,-8.7417555057
ZINC45446585,0,-7.4563320781,-7.9158053531,-7.966342625,-7.7301558415,-8.6393190249,-8.7198260927,-9.2062138901,-9.069961713,-8.0692236568,-9.5757443451,-8.5259044785
ZINC35631346,0,-7.9096199978,-8.827049927,-8.3903008292,-7.8062308796,-8.853297595,-8.3368441817,-8.0875454996,-8.4718713215,-8.2806267258,-9.2523655733,-8.5632273508
ZINC42389873,0,-5.6344099784,-6.1338978816,-6.1283232142,-5.9727999877,-6.0817039859,-5.7095958608,-5.9949804629,-6.4480463797,-5.916470063,-6.5602650686,-6.2574120776
ZINC15737950,0,-6.5520440462,-6.4258643393,-6.3526197183,-6.8471208512,-7.2903027687,-6.3963044187,-6.5692838719,-7.0780524444,-5.9301160275,-7.8795102836,-6.7957181992
ZINC25121359,0,-5.4296347755,-5.6156111718,-5.6681270398,-4.8623629979,-5.5204593789,-5.3696857522,-5.593612145,-5.4620324098,-5.6015282911,-6.9452573268,-5.9615093181
ZINC53097540,0,-7.4928063325,-7.776588228,-7.9573242798,-7.4902880933,-7.9453261475,-8.0031845548,-8.2004969512,-8.0665427542,-6.9880591726,-8.3701909598,-8.1729492152
ZINC67303427,0,-8.2822953336,-9.0498897623,-8.849440065,-7.8774618758,-7.4206374132,-8.4146400424,-8.5053604059,-7.3452305048,-7.3943446809,-8.6872154193,-8.0234176634
ZINC39505020,0,-7.352983479,-7.0581037858,-7.4387345851,-6.1333744236,-6.5868573672,-6.9429923962,-7.3330464428,-6.4801333474,-6.3313263657,-7.1076756606,-7.390988377
ZINC39289542,0,-6.159170239,-6.4406369747,-6.0656285338,-5.5501688327,-5.9296369921,-6.7414060561,-6.2500302122,-6.2460249577,-5.7116076732,-6.8028766289,-6.2968577355
ZINC02634672,0,-6.2288592605,-6.2590009431,-5.6868102009,10000,-6.3526108093,-5.466016676,-6.5489628343,10000,-5.5012405016,-4.905456625,-5.6789773956
ZINC49185533,0,-7.5835815879,-7.795051863,-8.4399546338,-7.6183511083,-7.8342301397,-7.8169600628,-7.6361724156,-7.3842311675,-7.3909692593,-8.7611366507,-8.5225695733
ZINC20688786,0,-7.8907902829,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC36593461,0,-8.7346854824,-7.4394319367,-8.5466408957,10000,-7.3746081692,-8.7799412374,-8.0245561245,-6.1367844505,-7.5692205944,-7.6753892524,-9.0211022687
ZINC36898231,0,-9.1333099622,-8.8187187251,-8.3486783707,-7.3350855277,-9.0758017207,-8.9271418801,-8.2914839585,-8.4142205714,-8.4273727828,-8.7922166758,-8.8216889179
ZINC09364820,0,-6.0172144902,-5.7288219575,-6.4835489604,-3.6584710239,-6.0170323875,-6.1363532323,-5.8145875711,-6.8877148518,-5.8655423794,-6.264430155,-7.053501607
ZINC40175191,0,-5.97752436,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC48797691,0,-8.6670753327,-6.9688626699,-8.0158506373,-7.5675361172,-8.1719354045,-7.46916732,-7.4793793617,-7.0671777958,-7.9451539256,-8.1925935217,-8.0193139908
ZINC04699626,0,-6.8572923651,-6.8921142786,-4.2320710173,10000,10000,-6.3231917583,-5.55547273,10000,-4.3609802222,10000,-6.4492415301
ZINC05808811,0,-5.4416012411,-5.857172851,-7.6991648642,10000,10000,-8.2419938506,-3.7292222203,10000,-3.2082753925,10000,10000
ZINC24704691,0,-4.6998844162,10000,10000,10000,10000,-5.5283520421,-4.6393664104,10000,10000,10000,10000
ZINC59336592,0,10000,10000,-6.4784448079,10000,10000,10000,10000,10000,10000,10000,10000
ZINC02503452,0,-6.9558491463,-8.4119657205,-7.3289472774,-6.8659919644,-7.5901536874,-7.1171512239,-6.5443297683,-7.1685454879,-7.2373036153,-7.5336250251,-7.9774263702
ZINC01680305,0,-8.4668095533,-8.1016183771,-8.9565214797,-7.4224431567,-9.1495128077,-7.8876017632,-8.5348632878,-8.569030231,-7.3375579626,-8.506085516,-8.2590092225
ZINC15602342,0,-9.2513420077,10000,-6.6885350371,10000,10000,10000,10000,10000,10000,10000,10000
ZINC32031939,0,-6.3015651827,-6.3404729507,-6.0259777737,-6.0961796747,-6.9255871795,-6.0633475538,-6.5326770971,-7.0724323212,-6.1088098433,-7.2969022206,-6.86017427
ZINC67096641,0,-8.9090653635,-8.5050457428,-7.4321867133,-7.7249102625,-7.8719478246,-7.8441293554,-8.608135585,-7.7391101267,-7.4777759214,-8.3905968938,-8.3351746105
ZINC36719991,0,-6.349899096,-6.995107389,-6.4502054283,-6.9550925815,-7.4672440487,-6.6953384607,-6.4317741567,-7.0445418367,-5.3073420451,-7.3669690174,-7.1788462163
ZINC39206771,0,-7.9693671041,-8.3559808945,-7.1566961457,-7.771398034,-8.3474786968,-7.0556505651,-6.784031436,-7.4633699102,-7.3097921644,-8.1758345358,-7.2569500666
ZINC42066321,0,-7.5149200061,-8.1890341287,-8.0711408381,-7.2784262594,-8.2370730072,-8.1148143631,-7.4418172382,-7.5790964729,-8.2752400756,-7.9266284887,-7.5934585857
ZINC40281298,0,10000,-4.6103275292,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC39572950,0,-7.8567386798,-8.7247021946,-8.4762638551,-7.1222046355,-8.5708452609,-8.2599880324,-8.3913624781,-7.9702244268,-7.4444569959,-8.2362305841,-8.6265433695
ZINC01024373,0,-9.6733928234,-10.4140877073,-8.68084676,-8.0985526729,-8.4337354667,-9.5617945524,-7.5662569945,10000,-8.7069780621,-8.6185949255,-7.7476420425
ZINC63531321,0,-7.1907475725,10000,-8.7365069796,10000,10000,-7.1915711046,-7.1693906223,10000,10000,10000,10000
ZINC01241825,0,-8.8793373679,-8.0283129638,-8.1900363343,-7.4841010716,-7.9717720755,-9.0029171646,-8.4041073035,-7.7149320688,-7.9698104563,-9.0403162195,-7.8133000285
ZINC39511445,0,-6.7422105306,-6.7080250658,-6.1779092982,-6.4150370685,-6.8435316443,-6.4546992067,-5.9147489118,-6.8474295115,-6.4621162576,-7.1678674433,-6.3678841985
ZINC04848539,0,-8.9508531432,-8.4592731734,-7.7074690152,-7.0496095985,-7.0343237577,-8.4315544555,-7.1953056878,-7.8925384567,-7.6381744867,-8.4651052854,-7.8142378603
ZINC05256587,0,-5.6538016673,-5.7023861132,-6.6885931431,-5.5932955082,-5.9925244697,-6.1919211521,-5.9955696435,-6.4414866578,-5.5679748726,-7.4098107388,-5.913375978
ZINC35719566,0,-7.6517233135,-8.3404277803,-7.9317607154,-7.8170231374,-8.4759135705,-8.1006946049,-7.7242410605,-8.0038921235,-7.4802481554,-8.3332660931,-7.9695157352
ZINC49928419,0,-7.4562690765,-8.4969939726,-7.4786814493,-7.9178473399,-7.7640047788,-7.1729852971,-7.6088965205,-7.7830666442,-7.7222953797,-8.1500303548,-7.6732700781
ZINC04182297,0,-6.9753650335,-9.1469181783,-7.1072708808,10000,-7.6965194112,10000,-7.3461327721,10000,10000,10000,10000
ZINC14477140,0,-8.3079605767,-7.8899961407,10000,10000,-6.7906068019,-7.0062933483,-6.6603079512,-8.1894423431,-7.1186279057,-7.9321631537,-8.5825490399
ZINC20549510,0,-7.7961729188,-7.9557364571,-7.7605625357,-7.2616811762,-7.4480593311,-7.6999310115,-8.2058685853,-8.3253832506,-7.5457628053,-8.320595171,-7.6498405701
ZINC14275643,0,-7.8397088112,10000,-7.6958090509,10000,10000,-8.4001341418,10000,10000,10000,10000,10000
ZINC39524489,0,-6.575715841,-7.3469083655,-6.5752947235,-6.7469406314,-7.2520834687,-7.0157887539,-6.8072970187,-6.6061111433,-6.5473281829,-7.1456098531,-6.7610635494
ZINC41717722,0,-9.8603728219,-8.5888913827,-10.5212190139,-8.6508443126,-10.198926109,-9.234161399,-9.4874687796,-8.4245133501,-9.6171373343,-8.6724468526,-9.3257719659
ZINC26420461,0,-6.4993545118,-7.1709241218,-6.4645387873,-6.4080136484,-6.6512672196,-7.0111292293,-7.0841312329,-6.8548791783,-6.4925227161,-7.3539734822,-6.6542744853
ZINC39554053,0,-8.5337751722,-7.4522210424,-8.2672862543,10000,10000,-8.7520545404,-8.1713869788,10000,-7.4086065729,10000,-8.5503844129
ZINC04291969,0,-6.589756437,-6.1927405589,-6.9075596909,-6.4245795333,-6.4176823607,-6.9136280559,-6.6030640985,-7.5114269891,-5.9667030639,-7.9016052111,-7.3801762442
ZINC57713572,0,-7.7095666999,-7.8225238485,-7.6406102321,-6.9897745452,-7.9820420573,-8.0865715581,-8.6270454917,-8.4116509713,-6.924452618,-8.1176270921,-9.2237594772
ZINC40456655,0,-5.4298831623,-5.95567438,-5.6745190739,-5.3964622239,-5.9459149985,-6.2233472505,-5.7967415247,-5.6059698373,-5.4352333404,-5.9802196534,-5.4838957268
ZINC20750679,0,-9.0294673281,-8.3966578726,-8.1542829911,-6.7064873001,-8.0675260439,-8.3997605945,-8.3414227637,-8.3705685288,-8.1727986391,-8.2077305801,-7.8429830929
ZINC54928158,0,-8.5042556881,-9.3538184723,-8.563195618,-9.3199951177,-9.2359354312,-9.2069823656,-8.3603493325,-8.6075359573,-8.952949827,-10.1282297173,-8.9819171801
ZINC13463444,0,-7.5072534001,-7.5925361662,-7.3594419212,-6.6284061694,-7.2849332561,-7.2679601526,-7.6711607004,-7.4352716064,-7.782010328,-7.9756439075,-7.613989984
ZINC04166782,0,-6.1169467871,-6.1946713525,-6.8485046345,10000,10000,-5.7341954568,-6.2119055843,10000,-7.1361467378,-7.5158076412,-7.2818051788
ZINC36911670,0,-7.8969021261,-7.2318737568,-7.7620017308,-6.9922455116,-8.3255063405,-7.8815871192,-8.5491575199,-7.4533855357,-7.3678233014,-8.0673571821,-7.9831583959
ZINC36890446,0,-7.3542008903,-8.4795246817,-7.921121923,-7.8726628738,-7.9125518922,-8.1463501094,-7.3307624903,-8.183038819,-7.9314275986,-8.3424364349,-7.6481041388
ZINC04946230,0,-5.8833874802,-7.6927080465,-5.4027358109,10000,10000,-7.790060897,-7.5174347894,10000,-6.7604629476,10000,-6.9911586284
ZINC52060896,0,-7.1827977915,-8.290934274,-7.5148893663,-7.2022792145,-7.3851959608,-7.2089585453,-7.5000297753,-7.3563735133,-7.1091835405,-7.2886211512,-7.7645270878
ZINC02789951,0,-8.3362765459,-7.8854005337,-7.9710076422,10000,-7.1139551829,-8.2423307037,-8.1241665798,-8.26011444,-7.6845244614,-8.8943432069,-8.4381301577
ZINC05046790,0,-8.0942090324,-8.5001659066,-8.2393517983,-6.9722829552,-8.5869392066,-8.1910792675,-7.7828445935,-6.8493232078,-7.4027655378,-8.2125508767,-8.4367879692
ZINC00177914,0,-6.5584291324,-6.5105036899,-6.5864752904,-6.2565780773,-6.2293921055,-6.4191892593,-6.1197361689,-6.5320478041,-5.593419696,-6.7669516597,-6.5067696919
ZINC19957352,0,-7.7665028034,-8.3142240139,-8.2021085615,-7.3246108544,-9.327864538,-8.2993044686,-7.8650098982,-8.3036394541,-7.9673511998,-8.5138503568,-8.9988028412
ZINC62676823,0,-7.0805258523,-6.8269091386,-8.2839026004,10000,-5.1761437688,-4.5717173202,-7.2444483945,10000,10000,10000,10000
ZINC37674483,0,-7.4162916902,-7.7862898813,-7.7942921398,-7.3429968736,-8.232506996,-7.8319785316,-8.0047749346,-8.064509619,-7.7556901494,-8.4693338303,-8.1219315185
ZINC49511221,0,-8.1996852468,-8.6819627512,-8.8496356367,-9.030528357,-7.8702346117,-7.8917548574,-8.2199110548,-8.6615381818,-8.4912849826,-9.8135223395,-9.1732966534
ZINC37974856,0,-6.4200011472,-7.3451128057,-7.9822821764,-7.6508146761,-6.3249700415,-8.2887341745,-7.8778409997,-8.6217113199,-6.8588274786,-8.9988905737,-9.221547411
ZINC47409638,0,-5.4568762117,-6.1559367042,-5.701233878,-5.7985531627,-6.2884946683,-5.7862767578,-5.6518150883,-6.0319764034,-5.2586723024,-6.3419164259,-5.7150290475
ZINC05518838,0,-7.9563063495,-7.4433314232,-8.4086516024,-7.3690535386,-7.7080642808,10000,-6.4295015865,-6.4320268129,-7.3103752444,-7.8247979765,-7.9240771807
ZINC05204506,0,-7.6449900807,-7.7759426375,-8.0437899856,-7.5332858375,-7.6282367408,-7.1520793886,-7.2681475728,-8.1816522254,-7.9735155803,-8.7043820267,-7.9567255361
ZINC39608832,0,-7.7767948824,-8.3823309067,10000,10000,-6.5997994892,10000,-7.4121085386,10000,10000,-6.7705509227,-6.7374418934
ZINC13417787,0,-7.7058739166,-7.323059452,-8.3384432661,-8.5342733115,-7.6779596245,-7.0389317106,-8.4570552181,-7.2977945235,-7.9444409093,-7.9431015745,-7.7819430133
ZINC59133786,0,-7.028819135,-7.9677086082,-7.9012431582,-7.3701216434,-7.8521166703,-7.4190341321,-6.9907666958,-7.8468816543,-6.7531865701,-8.2222428566,-8.0288285616
ZINC37187215,0,-7.2745679523,-7.0646335833,-7.7781479259,-7.2182917924,-7.3043324961,-7.3146007764,-7.0054646475,-6.8555103355,-7.8575788188,-7.4242545023,-7.4716993053
ZINC01441364,0,-8.8564889504,-7.6827558488,-7.9164483458,-7.6069047091,-8.8794119921,-8.0341111186,-8.7521131875,-8.2838326193,-7.1240282421,-8.8052707146,-8.5621560216
ZINC02964313,0,-8.1735189024,-9.1258725551,-8.0300457621,10000,10000,-8.9681867478,-8.7387692771,10000,-5.6241429501,10000,10000
ZINC15227913,0,-7.3915910888,-6.9396989407,-6.3313171645,10000,10000,-7.0155118287,-6.1337871254,10000,10000,10000,10000
ZINC40287806,0,-8.513808096,-8.1334302017,-8.4477655196,-8.7008254612,-8.6873986345,-8.6671432444,-7.6092070846,-7.9673740988,-7.8735718919,-8.3667286882,-9.2265679864
ZINC41353854,0,-5.1710724372,-6.6032769562,10000,10000,10000,-5.7147755465,-5.7648979113,-5.2427778193,-5.0347133623,10000,-6.2369291888
ZINC03363469,0,10000,-6.2526743557,-8.0447423563,-7.1486493358,10000,-8.5299771856,-7.7423568337,10000,-7.947853737,10000,-8.3025908575
ZINC06830117,0,-7.0813322101,-8.189902799,-6.0275127911,-6.9745594926,-6.6948214206,-8.312563338,-7.0066998459,10000,-7.1780590442,-5.0219009192,-6.006707966
ZINC40268598,0,-7.6683418187,-8.5866291251,-7.0534434379,-7.5855953988,-7.3562654269,-8.9572902308,-7.2616640525,-7.2814236519,-7.8069442996,-8.7693002737,-7.6960388759
ZINC39941053,0,-6.561291855,-7.5609870983,-7.6773684657,10000,10000,-8.0801239206,-6.5303628289,10000,10000,10000,10000
ZINC53167932,0,-7.8543580897,-8.325991777,-8.1016281646,-8.088431965,-8.4625322944,-8.0373772868,-7.7257067139,-8.0323108774,-8.0222173023,-8.513051025,-8.4932804686
ZINC08958045,0,-8.4658308877,-7.5907759751,-7.7772006057,10000,10000,-6.5104834612,-7.2386554329,10000,10000,-6.3440952494,-8.1422231447
ZINC10060881,0,-7.1777974733,-6.164665813,-5.9629500891,-3.22931617,10000,-6.6734829905,-6.3178958722,-6.3257340433,10000,-5.9512670758,-3.5156620957
ZINC49340511,0,-7.9386261744,-7.4579230375,-8.4631525095,-8.0560254892,-8.112544636,-8.2445332776,-7.9427388352,-8.2797873075,-7.6457446288,-8.7803999553,-9.0502217606
ZINC28429355,0,-8.1322593132,-7.8986193305,-8.429873426,-7.8107568128,-8.0431225646,-8.2899541238,-8.1161011252,-7.9389355532,-7.052803477,-8.4134598226,-7.5212880165
ZINC37355639,0,-7.185704178,-7.8196497164,-7.6476868836,-7.1479630635,-7.5783592212,-7.5127190559,-7.8240093946,-7.5458934414,-7.0907933891,-8.2094324112,-7.120132463
ZINC40713506,0,-7.0365601762,-7.7303923752,-7.7374807294,-7.4914428932,-7.7535528125,-7.4447013758,-7.2240576197,-7.8504486479,-7.4281157783,-8.0334540367,-7.9845584886
ZINC31920198,0,-7.1988800181,-8.3308507772,-8.0817359585,-7.7828543053,-7.6475059308,-7.4033115159,-6.8208130246,-7.2409322281,-7.1743185339,-7.4870583459,-7.9832672094
ZINC13122968,0,-7.2309569471,-8.0842639544,-7.1292738325,-7.0442761185,-7.5443012763,-7.1340648036,-7.1930593645,-7.3881417395,-7.2204702467,-7.7946684515,-7.0490724044
ZINC43576731,0,-7.3483368589,-7.5348573016,-7.4263698237,-7.3114424988,-8.103605761,-7.7676441403,-7.5308307556,-7.8014423564,-6.9594354056,-7.7143078228,-7.1509569049
ZINC50840509,0,-8.0091867376,-8.3535654218,-7.3424778272,-7.3528432671,-8.5144416456,-8.338980777,-7.4729090112,-8.0399646762,-8.2012921361,-7.9838319631,-9.0163779306
ZINC00231873,0,-7.0937272822,-7.4794903136,-7.8040219461,-6.9319494801,-7.8824835249,-7.580275086,-6.9489823159,-7.7712930185,-6.4651056662,-8.0252624965,-7.6348778132
ZINC17429748,0,-8.8786008829,-9.0376927206,-8.5553787227,-7.4552785682,-8.06717493,-8.1249958712,-7.9096291968,-7.4483346797,-7.058208585,10000,-8.2684528658
ZINC39511511,0,-7.8738495729,-8.2478470277,-7.9448604886,-8.3379501607,-7.9224706637,-7.9797422962,-8.1896400417,-7.5284930687,-7.9962762743,-9.56936397,-8.5414477532
ZINC05154082,0,-8.8290460419,-8.603752947,-9.5071464738,-8.6377695263,-9.4323987528,-9.2241897346,-9.3416156394,-9.1493798774,-9.1642245415,-9.7942669101,-9.8791162332
ZINC14548176,0,-7.4786995314,-8.3411412623,-8.3581538679,10000,10000,-7.7763087034,10000,10000,10000,10000,10000
ZINC12198195,0,-7.4767023274,-6.6930710091,10000,10000,10000,10000,-7.1218594888,10000,10000,10000,-5.5360863744
ZINC43652063,0,-6.7953430875,-6.7345866336,-6.6110795484,-6.9476998308,-7.3935542069,-6.5357838443,-6.5156653018,-7.0787981,-6.2882157937,-7.4835662403,-7.1776453389
ZINC67293791,0,-7.8796412822,-8.5671269655,-8.5663113075,-6.9895845705,-7.8821333595,-7.93855193,-8.2283127165,-8.0813869275,-8.7134769883,-7.9499010984,-7.7142186166
ZINC19831346,0,-8.3416909739,-8.5152283257,-6.9096811737,-6.7796644373,-8.7961383553,-7.4390668533,-7.8136742383,10000,-7.9472569795,-8.2757438147,-9.0041393056
ZINC40580425,0,-7.3024483041,-7.7964869739,-7.4331515972,-6.7017362222,-7.3257839757,-7.9304039854,-7.652820732,-7.2671836724,-6.3304270571,-7.7252723506,-8.0081946178
ZINC42484255,0,-7.500935391,-6.7314586321,-7.3199778801,-6.2575984497,-7.5359157196,-7.305798335,-6.8382913316,-6.9889533742,-7.1062771644,-7.836406163,-7.099440291
ZINC36649353,0,-6.3739138459,-6.0436649851,-8.1530418005,10000,-5.9320708846,-6.8513501687,-4.252729925,10000,-5.5367972381,10000,-6.1486897425
ZINC48705583,0,-5.9806624791,-6.2648373006,-6.4325348001,-6.4393091737,-7.3245819573,-6.3230815233,-6.4229563626,-6.7141239385,-6.6418892259,-7.0889337385,-7.1738441434
ZINC04042688,0,-6.0173216541,-5.5414637586,-5.5727933276,-5.7120427605,-6.1512576812,-5.6738980948,-5.7791654292,-5.9273720049,-5.5908533476,-5.5149469481,-6.0356598461
ZINC42351945,0,-7.8148323966,-8.164554118,-7.6214694707,-7.5934144576,-8.4654281438,-7.8679660455,-7.7469434517,-7.7700566176,-7.2370522081,-8.3655465671,-7.8487606593
ZINC02898289,0,-7.1217553023,-7.1757465075,-7.6494116073,-7.2948105644,-7.2244554897,-7.1632410375,-6.5537730307,-7.9929359484,-7.1492320219,-8.5030422475,-8.0228798289
ZINC62241683,0,-7.0177092607,-7.1684498904,-6.7543084353,-6.6560409367,-6.9939363571,-7.4963659479,-7.1605728974,-6.6989794896,-6.787119832,-7.3155419714,-6.8772083402
ZINC35736428,0,-8.428763387,-8.0178127287,-8.4784578992,-7.4903752191,-7.8893442092,-9.0523929009,-8.7277516748,-9.0701372804,-7.7534566384,-8.3169728756,-8.299564844
ZINC00435522,0,-7.9600701531,-8.4666407889,-8.0732173337,-7.7315616111,-8.7092172964,-8.17786553,-8.4991110991,-8.8658187843,-7.8076116605,-8.5056879889,-8.6661807222
ZINC52228540,0,-7.0503909237,-7.2944420053,-7.3597735751,-6.8552055246,-6.8107190978,-6.9338956637,-6.4208433255,-7.0601687792,-6.3528667824,-7.518639013,-7.4920778072
ZINC41712563,0,-7.3259817805,-7.7796711606,-8.5727884046,-8.7155400035,-9.0528262115,-8.3893123002,-7.2384280568,-7.5438277331,-7.4730116076,-8.3224005633,-7.9539385903
ZINC14474475,0,-5.6968616997,10000,10000,10000,-3.5076517746,-4.8595487943,-3.8743492122,10000,-7.161631551,10000,10000
ZINC43521136,0,-8.3621385099,-7.4830426715,-7.6087945435,-7.7896975754,-7.753051405,-7.7823717813,-7.7623443707,-7.378981572,-7.8579498941,-8.2930711764,-8.6072701345
ZINC01068284,0,-8.0448579857,10000,-7.4283156404,10000,10000,-3.0130613651,10000,-5.3192955562,10000,10000,10000
ZINC59462467,0,-7.5927980974,-8.2528563039,-7.5975360338,-8.2013340959,-7.9095916641,-8.1748243136,-7.4405528536,-8.3842062246,-7.1444751295,-8.5820304933,-8.7154790097
ZINC22989120,0,-7.8717340391,-8.4066444975,-6.2336222592,-7.3506688023,-7.0331580307,-6.6592861724,-8.9713155862,-6.1504701802,-7.2350367313,10000,-7.9239247584
ZINC13557437,0,-8.8407644427,-6.8743457941,-8.6879485557,10000,10000,-8.7565700666,-8.103817701,10000,-6.7174126266,-7.7470879634,10000
ZINC09573847,0,-8.8034964277,-8.7257629948,-8.4366003904,-7.1604774115,-8.1135807198,-8.3760423452,-7.5737225072,-8.3583166607,-7.9895291383,-7.1383026261,-8.0748753591
ZINC37051548,0,-7.5603982116,-7.8858944498,-8.1424657664,-7.2380938267,-7.955066202,-7.2268978745,-8.1088515415,-7.5508700667,-7.3073814664,-7.9470477496,-8.0038329167
ZINC63041307,0,-6.1692529798,-6.8056552083,-6.3971637026,-6.7038885231,-6.6631720688,-6.8646400805,-6.51438271,-6.5543945288,-6.4194097823,-7.1372622555,-6.5061056538
ZINC41438157,0,10000,10000,-6.5040360847,10000,10000,10000,10000,-7.8520354024,-3.7017430242,-6.7871067249,-7.4085331735
ZINC47304857,0,-7.4161090083,-7.1964243477,-6.5847704529,-7.0256333652,-6.705605865,-7.1626174087,-6.5460062722,-7.0010822926,-6.5552025055,-7.2440528384,-6.68538699
ZINC37548760,0,-5.9822240712,-7.2198779087,-6.7809742463,-5.3743138534,-6.0423604303,-5.5253144623,-6.7964164838,-6.4194421308,-6.0364305177,-5.5597206631,-5.8180099689
ZINC38865358,0,-8.6862868693,-8.1145843659,-8.2399883116,10000,-7.25658094,-6.8634094119,-7.9496217619,-7.8394011854,-7.1329833506,-8.7425744705,-6.5469715214
ZINC45966533,0,-8.2950478966,-7.7742474308,-7.6754865444,10000,-6.7537348929,-7.6409767903,-7.6928745495,-6.3542967607,-5.9227951193,-7.516971806,-8.0073275229
ZINC02462003,0,-7.2333061434,-7.2373406822,-7.1778764526,-6.7770569825,-7.5548544659,-7.5039019174,-7.9588810432,-7.2977160756,-7.0614621237,-8.043001217,-7.9972378404
ZINC35018447,0,-7.3323105369,-7.9577427479,-7.1981113516,-7.068243053,-7.7925963233,-7.695245565,-7.7723520518,-7.4772648752,-7.4395238354,-8.1529016313,-7.3296141925
ZINC62397121,0,-8.6828918771,-8.6873520267,-8.2546172396,-8.1820204667,-8.4390438268,-8.6119937719,-8.8199296126,-8.2180386803,-7.258636451,-9.3226788902,-9.0836500935
ZINC02412284,0,-8.798242172,-8.9443452704,-8.6932854144,-7.8555809794,-7.6190846211,-8.0596404272,-8.9797689327,-6.8275919364,10000,10000,-8.4440040344
ZINC04709049,0,-7.8486935129,-9.195231308,-7.6250968606,-6.7412089954,-7.9642512564,-8.8514070063,-7.8367732482,-8.873665413,-8.3714599347,-8.8278203377,-9.2264494941
ZINC39513803,0,-7.1093181387,-8.2850804823,-7.7977869046,-6.9210186369,-7.4672775434,-7.7951036362,-7.0230364825,-7.4517205625,-8.0633924054,-8.1883636155,-7.7009006634
ZINC02756498,0,-8.5969298948,-7.2870414844,-8.8773890064,-4.2520263419,-6.1520055398,-7.0859289224,-6.2619977461,-6.8108408634,-6.8530461357,-7.1882471241,-8.3892769949
ZINC14502176,0,-6.4714952357,-5.9417060216,-6.5496354487,-4.8637034877,-5.6496042078,-6.8594665827,-6.6061977009,-5.5128954802,-6.2498442622,-6.0614437271,-6.2170211643
ZINC36765992,0,-7.3407616245,-7.1685976098,-7.4139668979,-7.0728266237,-7.4584253834,-7.5172534895,-7.105579624,-7.3713284463,-7.3716941037,-7.6593385479,-7.7954598405
ZINC01642187,0,-7.6997714865,-8.6625968294,-5.5401710212,10000,-7.4806340629,-7.8998376128,-7.3701091396,-7.2263232172,-7.8355240817,10000,-6.565789222
ZINC58948215,0,-6.1153549409,-6.4465301546,-8.0120744719,10000,-6.824931804,-5.2025785798,10000,10000,10000,10000,10000
ZINC32754303,0,-7.5673715742,-7.9591858117,-7.714949714,-7.6193485538,-7.2428856255,-7.7689803548,-7.076277595,-7.7244893336,-6.936555264,-7.7603845576,-7.3746602489
ZINC40545549,0,-6.8799166747,-7.2080115183,-7.9093889513,-6.8868090604,-7.1688342444,-7.481250103,-8.0488194076,-8.4023946513,-7.0525234533,-8.7323564448,-8.3347324093
